SpinCore Single Pulse NMR & NQR Experiment
ADC Frequency (MHz): 75.00
Blanking Bit: 2.0
Blanking Delay (ms): 3.000
Amplitude: 1.00
Spectrometer Frequency (MHz): 29.9015
Spectral Width (kHz): 3000.00
Number of Scans: 
Pulse-Width (us): 1.5
Pulse Phase (Degrees): 0.00
Transient Delay (us): 20.0
Repetition Delay (s): 0.1
Number of Acquisition Points: 16384.0
BYPASS FIR: YES
Shape: Hard
CYCLOPS: Yes
 
Frequency (kHz), Power Spectral Density Data
-676.9409, 16854.9614
-676.7578, 19066.8246
-676.5747, 31216.8674
-676.3916, 27371.8292
-676.2085, 28596.2938
-676.0254, 10230.1402
-675.8423, 16229.3639
-675.6592, 39477.6871
-675.4761, 39907.0179
-675.2930, 38646.2530
-675.1099, 37028.8705
-674.9268, 18102.1038
-674.7437, 51330.0081
-674.5605, 33413.8359
-674.3774, 31923.3555
-674.1943, 20956.6162
-674.0112, 46162.3769
-673.8281, 13232.1490
-673.6450, 15920.0796
-673.4619, 58172.1071
-673.2788, 34699.9764
-673.0957, 51376.1898
-672.9126, 70437.4586
-672.7295, 33947.9781
-672.5464, 15067.2340
-672.3633, 51812.8481
-672.1802, 64683.4044
-671.9971, 41643.8169
-671.8140, 40836.0696
-671.6309, 3636.0702
-671.4478, 43584.5995
-671.2646, 36429.2618
-671.0815, 13204.3966
-670.8984, 15036.4043
-670.7153, 58915.2171
-670.5322, 31112.8722
-670.3491, 35384.1500
-670.1660, 82338.7096
-669.9829, 57098.9742
-669.7998, 57880.2993
-669.6167, 19406.3481
-669.4336, 27076.4017
-669.2505, 22241.7091
-669.0674, 20295.0736
-668.8843, 32838.0570
-668.7012, 31274.3884
-668.5181, 31865.6551
-668.3350, 12601.8008
-668.1519, 12913.3472
-667.9688, 32171.9821
-667.7856, 20823.3004
-667.6025, 11463.9922
-667.4194, 43636.9544
-667.2363, 4882.9189
-667.0532, 16278.4610
-666.8701, 12402.5775
-666.6870, 59332.2719
-666.5039, 18159.6193
-666.3208, 17991.9548
-666.1377, 33231.1498
-665.9546, 31901.6470
-665.7715, 23783.9501
-665.5884, 44979.7359
-665.4053, 18185.0374
-665.2222, 5883.5601
-665.0391, 13383.5642
-664.8560, 29393.9057
-664.6729, 29864.6840
-664.4897, 14739.5169
-664.3066, 20124.3063
-664.1235, 55396.4868
-663.9404, 32899.6751
-663.7573, 25710.5814
-663.5742, 27284.3863
-663.3911, 23362.7654
-663.2080, 16443.5133
-663.0249, 50930.9992
-662.8418, 36583.4046
-662.6587, 40983.8763
-662.4756, 25182.3053
-662.2925, 40424.0749
-662.1094, 35790.2409
-661.9263, 24724.2327
-661.7432, 36349.8859
-661.5601, 72869.6053
-661.3770, 20399.7278
-661.1938, 20311.5045
-661.0107, 45492.8356
-660.8276, 37031.8886
-660.6445, 33093.2512
-660.4614, 48683.1768
-660.2783, 18532.2933
-660.0952, 20409.1208
-659.9121, 46071.4920
-659.7290, 23758.1310
-659.5459, 39807.8953
-659.3628, 12564.7586
-659.1797, 24035.3648
-658.9966, 59289.3773
-658.8135, 40172.6533
-658.6304, 94445.7163
-658.4473, 51536.8183
-658.2642, 37947.0403
-658.0811, 26387.5581
-657.8979, 39700.1332
-657.7148, 23927.6715
-657.5317, 57348.2678
-657.3486, 41916.5136
-657.1655, 21557.9210
-656.9824, 27531.1949
-656.7993, 24784.6368
-656.6162, 49452.3016
-656.4331, 22383.4574
-656.2500, 40414.3580
-656.0669, 44313.8317
-655.8838, 14582.4326
-655.7007, 44046.8333
-655.5176, 14906.5133
-655.3345, 37948.7748
-655.1514, 41265.0832
-654.9683, 14845.5239
-654.7852, 21153.1590
-654.6021, 18018.3227
-654.4189, 38448.0146
-654.2358, 35112.2717
-654.0527, 31099.6742
-653.8696, 30630.4953
-653.6865, 19531.6993
-653.5034, 14863.8172
-653.3203, 19783.3620
-653.1372, 76067.7110
-652.9541, 40496.8289
-652.7710, 44558.9880
-652.5879, 9508.5918
-652.4048, 20178.8536
-652.2217, 29123.8874
-652.0386, 24648.6017
-651.8555, 37300.8512
-651.6724, 30520.6315
-651.4893, 21679.4235
-651.3062, 29566.7733
-651.1230, 22940.0251
-650.9399, 14396.5189
-650.7568, 28992.8933
-650.5737, 29183.5786
-650.3906, 28969.5397
-650.2075, 6898.1160
-650.0244, 39003.0515
-649.8413, 26934.7689
-649.6582, 34026.4616
-649.4751, 13800.7632
-649.2920, 38308.7175
-649.1089, 19823.8514
-648.9258, 46386.6971
-648.7427, 3092.6732
-648.5596, 44007.4115
-648.3765, 39139.0784
-648.1934, 37772.0302
-648.0103, 56423.8838
-647.8271, 69456.9198
-647.6440, 12812.4163
-647.4609, 34556.1996
-647.2778, 12365.4390
-647.0947, 66877.3552
-646.9116, 29667.2202
-646.7285, 5285.5924
-646.5454, 27995.9057
-646.3623, 9983.3898
-646.1792, 21527.2280
-645.9961, 15680.9892
-645.8130, 11011.1162
-645.6299, 16070.4639
-645.4468, 28698.1653
-645.2637, 23171.2158
-645.0806, 21701.2968
-644.8975, 23925.8810
-644.7144, 9009.5477
-644.5312, 48492.5210
-644.3481, 58218.9715
-644.1650, 42531.9363
-643.9819, 34207.9203
-643.7988, 65351.5677
-643.6157, 40984.7342
-643.4326, 58805.1609
-643.2495, 24921.5284
-643.0664, 37539.0080
-642.8833, 27063.5075
-642.7002, 53964.6931
-642.5171, 27249.8786
-642.3340, 19993.8174
-642.1509, 36712.7771
-641.9678, 28969.8415
-641.7847, 40577.3648
-641.6016, 53519.5993
-641.4185, 63060.9040
-641.2354, 28878.3092
-641.0522, 33779.1148
-640.8691, 30266.5095
-640.6860, 21791.3115
-640.5029, 48065.5669
-640.3198, 26989.8920
-640.1367, 20149.7602
-639.9536, 8157.0017
-639.7705, 22145.2823
-639.5874, 34856.3248
-639.4043, 47384.5414
-639.2212, 18457.2615
-639.0381, 24275.0782
-638.8550, 20612.3826
-638.6719, 13472.9927
-638.4888, 52366.4717
-638.3057, 44782.4446
-638.1226, 46871.4024
-637.9395, 35517.5531
-637.7563, 33863.7289
-637.5732, 51332.2453
-637.3901, 45669.9365
-637.2070, 33183.5538
-637.0239, 47878.8578
-636.8408, 30060.5677
-636.6577, 70319.8719
-636.4746, 42920.3727
-636.2915, 41373.6993
-636.1084, 35086.8395
-635.9253, 43882.1862
-635.7422, 22684.8415
-635.5591, 22100.9459
-635.3760, 16084.9383
-635.1929, 30059.0547
-635.0098, 27867.1357
-634.8267, 45754.6610
-634.6436, 29492.9646
-634.4604, 23067.9333
-634.2773, 37416.3904
-634.0942, 7955.8818
-633.9111, 15284.2123
-633.7280, 33901.4170
-633.5449, 7562.1909
-633.3618, 52999.5075
-633.1787, 23886.3864
-632.9956, 5890.0012
-632.8125, 24100.7082
-632.6294, 59109.7600
-632.4463, 52392.0676
-632.2632, 76319.8881
-632.0801, 41873.5340
-631.8970, 3132.6347
-631.7139, 29618.4343
-631.5308, 21848.6721
-631.3477, 32645.3492
-631.1646, 37463.1008
-630.9814, 8788.1391
-630.7983, 20432.9583
-630.6152, 43816.0396
-630.4321, 25758.7251
-630.2490, 24174.8883
-630.0659, 27507.6676
-629.8828, 55765.9117
-629.6997, 24373.9633
-629.5166, 32963.9563
-629.3335, 30967.0782
-629.1504, 15276.8820
-628.9673, 43467.0802
-628.7842, 35389.9634
-628.6011, 51950.7084
-628.4180, 34369.7220
-628.2349, 41018.6604
-628.0518, 14166.1005
-627.8687, 40631.1135
-627.6855, 31425.3597
-627.5024, 10779.8153
-627.3193, 34739.9159
-627.1362, 37186.1666
-626.9531, 47225.9406
-626.7700, 31355.4145
-626.5869, 59491.7446
-626.4038, 14510.7498
-626.2207, 19753.8932
-626.0376, 35385.3733
-625.8545, 46635.1640
-625.6714, 60859.6947
-625.4883, 20656.9493
-625.3052, 30591.4842
-625.1221, 25162.7388
-624.9390, 60204.4115
-624.7559, 9856.8944
-624.5728, 5051.8609
-624.3896, 10122.9055
-624.2065, 47528.6684
-624.0234, 20406.1184
-623.8403, 52959.3385
-623.6572, 28324.3864
-623.4741, 17225.8924
-623.2910, 15550.5059
-623.1079, 25928.2536
-622.9248, 42918.9257
-622.7417, 39304.8720
-622.5586, 44869.0164
-622.3755, 22216.7906
-622.1924, 33604.0848
-622.0093, 45150.8345
-621.8262, 64613.7862
-621.6431, 80014.4275
-621.4600, 8463.2330
-621.2769, 49476.5085
-621.0938, 25603.8392
-620.9106, 15744.0891
-620.7275, 39889.1972
-620.5444, 13697.6761
-620.3613, 54061.0969
-620.1782, 12719.0015
-619.9951, 12016.5718
-619.8120, 11956.9762
-619.6289, 42453.6056
-619.4458, 47433.2197
-619.2627, 23968.7904
-619.0796, 36031.1859
-618.8965, 46521.1277
-618.7134, 33568.4563
-618.5303, 28237.6051
-618.3472, 20873.5258
-618.1641, 26095.1335
-617.9810, 34135.8477
-617.7979, 41920.4234
-617.6147, 22392.9953
-617.4316, 54728.0425
-617.2485, 45146.3295
-617.0654, 8166.7762
-616.8823, 30792.9432
-616.6992, 10253.6619
-616.5161, 15919.7462
-616.3330, 10610.9457
-616.1499, 30542.4007
-615.9668, 25551.0419
-615.7837, 30586.4353
-615.6006, 47258.9432
-615.4175, 30316.9324
-615.2344, 70763.1833
-615.0513, 16729.0876
-614.8682, 46917.3421
-614.6851, 27122.0324
-614.5020, 19879.3265
-614.3188, 39316.2280
-614.1357, 38181.1848
-613.9526, 29791.4968
-613.7695, 39336.7686
-613.5864, 13364.7964
-613.4033, 53830.4953
-613.2202, 31205.7921
-613.0371, 28765.9739
-612.8540, 51747.1709
-612.6709, 46944.3957
-612.4878, 49724.9197
-612.3047, 24023.0955
-612.1216, 9039.6676
-611.9385, 20662.4760
-611.7554, 49322.4910
-611.5723, 29116.8318
-611.3892, 24109.0396
-611.2061, 15090.9166
-611.0229, 38082.6030
-610.8398, 32568.5512
-610.6567, 36256.0291
-610.4736, 28669.5586
-610.2905, 51020.6115
-610.1074, 28771.9070
-609.9243, 14746.1549
-609.7412, 20618.4548
-609.5581, 51474.9321
-609.3750, 27372.0574
-609.1919, 34482.7343
-609.0088, 30616.2034
-608.8257, 46055.1069
-608.6426, 27534.3476
-608.4595, 7965.0428
-608.2764, 60417.7793
-608.0933, 15174.9114
-607.9102, 40442.1097
-607.7271, 44588.7123
-607.5439, 41094.2400
-607.3608, 34991.1276
-607.1777, 56864.4188
-606.9946, 32560.8663
-606.8115, 22893.0200
-606.6284, 13822.7333
-606.4453, 33332.1931
-606.2622, 11926.2256
-606.0791, 40829.8096
-605.8960, 39279.6677
-605.7129, 54625.7561
-605.5298, 72726.9070
-605.3467, 10598.2055
-605.1636, 73318.7885
-604.9805, 6363.3552
-604.7974, 17593.4923
-604.6143, 14004.6036
-604.4312, 51453.6791
-604.2480, 38598.0559
-604.0649, 41144.1577
-603.8818, 66726.7671
-603.6987, 23005.2235
-603.5156, 30204.4504
-603.3325, 26333.7324
-603.1494, 12577.7148
-602.9663, 59254.3338
-602.7832, 28247.2189
-602.6001, 4388.2533
-602.4170, 60289.3867
-602.2339, 63293.0942
-602.0508, 33788.5104
-601.8677, 25783.1510
-601.6846, 49539.1536
-601.5015, 28695.8254
-601.3184, 15943.7782
-601.1353, 23765.0910
-600.9521, 57228.8799
-600.7690, 6278.6521
-600.5859, 12490.3083
-600.4028, 16563.7715
-600.2197, 6990.9523
-600.0366, 9402.7736
-599.8535, 8252.2880
-599.6704, 12169.1806
-599.4873, 14539.2243
-599.3042, 42982.4263
-599.1211, 14409.9891
-598.9380, 8515.5149
-598.7549, 65044.6969
-598.5718, 29709.4933
-598.3887, 26831.9746
-598.2056, 70241.5503
-598.0225, 25439.6707
-597.8394, 4237.7625
-597.6562, 61487.2970
-597.4731, 26140.6682
-597.2900, 35507.9227
-597.1069, 12170.0606
-596.9238, 36530.0095
-596.7407, 49225.8131
-596.5576, 46493.7953
-596.3745, 42350.0777
-596.1914, 21549.5861
-596.0083, 62295.8675
-595.8252, 29153.8083
-595.6421, 52519.7416
-595.4590, 29423.6058
-595.2759, 40941.5752
-595.0928, 31705.0489
-594.9097, 43888.0414
-594.7266, 27924.8273
-594.5435, 24450.9591
-594.3604, 31230.8812
-594.1772, 26167.5340
-593.9941, 19835.7918
-593.8110, 24698.2850
-593.6279, 11073.4852
-593.4448, 21028.7765
-593.2617, 43593.7012
-593.0786, 35357.8462
-592.8955, 59916.3951
-592.7124, 47568.8413
-592.5293, 67246.4823
-592.3462, 9748.3517
-592.1631, 75514.1061
-591.9800, 3577.5059
-591.7969, 25272.9419
-591.6138, 34591.1605
-591.4307, 20435.4071
-591.2476, 20741.9572
-591.0645, 36150.8911
-590.8813, 30136.3893
-590.6982, 31186.1961
-590.5151, 33447.5196
-590.3320, 14544.2105
-590.1489, 59182.8523
-589.9658, 23268.0002
-589.7827, 35964.1824
-589.5996, 8900.3639
-589.4165, 46859.5418
-589.2334, 36915.1025
-589.0503, 39860.0620
-588.8672, 52215.4573
-588.6841, 56215.9036
-588.5010, 47730.8091
-588.3179, 9969.1394
-588.1348, 26992.5510
-587.9517, 58178.0836
-587.7686, 8159.6154
-587.5854, 13648.5491
-587.4023, 54302.9026
-587.2192, 72511.3325
-587.0361, 12647.7669
-586.8530, 43095.9919
-586.6699, 22616.1658
-586.4868, 41489.1228
-586.3037, 27717.7144
-586.1206, 20503.4103
-585.9375, 16871.4286
-585.7544, 27499.3277
-585.5713, 29143.6551
-585.3882, 17507.7008
-585.2051, 46512.7760
-585.0220, 30726.7946
-584.8389, 7525.7112
-584.6558, 8561.7436
-584.4727, 28380.5578
-584.2896, 57267.7770
-584.1064, 11907.8550
-583.9233, 24766.6635
-583.7402, 81441.8555
-583.5571, 19031.3023
-583.3740, 21704.1476
-583.1909, 30266.8823
-583.0078, 38362.0400
-582.8247, 59985.7488
-582.6416, 45554.0498
-582.4585, 32444.2469
-582.2754, 14614.6572
-582.0923, 41510.8658
-581.9092, 30255.1182
-581.7261, 52340.8867
-581.5430, 75290.3557
-581.3599, 18601.2095
-581.1768, 26729.8075
-580.9937, 31520.1267
-580.8105, 11294.0690
-580.6274, 16705.0618
-580.4443, 44161.7345
-580.2612, 57952.0709
-580.0781, 6152.3262
-579.8950, 12956.1101
-579.7119, 43697.5351
-579.5288, 47523.9262
-579.3457, 22291.5471
-579.1626, 36010.4514
-578.9795, 46102.4557
-578.7964, 15025.4215
-578.6133, 27135.9296
-578.4302, 12072.6446
-578.2471, 84497.9790
-578.0640, 43054.6272
-577.8809, 25724.8569
-577.6978, 15730.2188
-577.5146, 12831.5922
-577.3315, 27214.4885
-577.1484, 45424.3376
-576.9653, 26584.9143
-576.7822, 24311.2328
-576.5991, 31482.8647
-576.4160, 26610.5063
-576.2329, 55858.6490
-576.0498, 26176.1535
-575.8667, 37908.1583
-575.6836, 18327.8627
-575.5005, 66910.1301
-575.3174, 12542.2091
-575.1343, 21736.6310
-574.9512, 18691.2464
-574.7681, 66130.7394
-574.5850, 22346.6101
-574.4019, 70244.6177
-574.2188, 52188.7045
-574.0356, 44765.5013
-573.8525, 56778.6227
-573.6694, 66340.7286
-573.4863, 28069.4766
-573.3032, 22747.5443
-573.1201, 14790.0913
-572.9370, 20310.7135
-572.7539, 44663.9781
-572.5708, 43592.2634
-572.3877, 68112.8109
-572.2046, 15777.5757
-572.0215, 11627.3391
-571.8384, 41688.6852
-571.6553, 21880.9487
-571.4722, 51353.2079
-571.2891, 21929.1825
-571.1060, 58517.0434
-570.9229, 9167.8868
-570.7397, 11383.3276
-570.5566, 23489.0643
-570.3735, 28510.8027
-570.1904, 37552.0839
-570.0073, 44439.1234
-569.8242, 25668.1276
-569.6411, 22754.6875
-569.4580, 16201.7358
-569.2749, 37843.3557
-569.0918, 8666.8194
-568.9087, 28906.8862
-568.7256, 19234.2796
-568.5425, 46007.6611
-568.3594, 45051.0584
-568.1763, 37564.3165
-567.9932, 73526.0830
-567.8101, 23445.0828
-567.6270, 8713.8279
-567.4438, 20264.7867
-567.2607, 35224.6218
-567.0776, 41320.9303
-566.8945, 42036.5596
-566.7114, 33166.7231
-566.5283, 25428.3700
-566.3452, 53370.1862
-566.1621, 46658.3092
-565.9790, 34799.7926
-565.7959, 32770.1991
-565.6128, 20486.1555
-565.4297, 48300.9219
-565.2466, 14156.5697
-565.0635, 38982.0203
-564.8804, 34106.2915
-564.6973, 49455.9196
-564.5142, 77675.7479
-564.3311, 53888.2516
-564.1479, 15563.2689
-563.9648, 24277.7827
-563.7817, 40376.7260
-563.5986, 5988.5146
-563.4155, 1109.6559
-563.2324, 13999.8287
-563.0493, 25283.1875
-562.8662, 25060.0676
-562.6831, 35925.3051
-562.5000, 24613.5976
-562.3169, 32695.2764
-562.1338, 21254.7652
-561.9507, 29694.1862
-561.7676, 16514.0859
-561.5845, 32190.5164
-561.4014, 31203.5265
-561.2183, 72440.5997
-561.0352, 35204.9941
-560.8521, 30105.2843
-560.6689, 39285.9821
-560.4858, 29814.3066
-560.3027, 62422.7264
-560.1196, 21183.8514
-559.9365, 11194.1228
-559.7534, 23027.3224
-559.5703, 39905.7690
-559.3872, 50507.5451
-559.2041, 25833.3320
-559.0210, 19077.8751
-558.8379, 30074.1008
-558.6548, 47741.0931
-558.4717, 71140.6938
-558.2886, 29963.2348
-558.1055, 36791.4597
-557.9224, 40900.7629
-557.7393, 42365.7461
-557.5562, 25699.9303
-557.3730, 9408.5478
-557.1899, 36100.5725
-557.0068, 24282.1258
-556.8237, 89502.9726
-556.6406, 30526.6693
-556.4575, 17385.9603
-556.2744, 10144.0635
-556.0913, 20880.6647
-555.9082, 25132.5062
-555.7251, 30576.9835
-555.5420, 31871.9222
-555.3589, 68148.6738
-555.1758, 1328.7870
-554.9927, 49571.9989
-554.8096, 60652.4397
-554.6265, 63509.2360
-554.4434, 39330.3328
-554.2603, 24881.0696
-554.0771, 21202.9464
-553.8940, 9019.7018
-553.7109, 3764.1005
-553.5278, 8620.9672
-553.3447, 32167.4899
-553.1616, 59707.2238
-552.9785, 23377.5513
-552.7954, 29930.6429
-552.6123, 72779.6134
-552.4292, 16050.4468
-552.2461, 30388.7069
-552.0630, 44348.6948
-551.8799, 24626.3786
-551.6968, 47480.3230
-551.5137, 31772.9629
-551.3306, 17512.8924
-551.1475, 32869.3823
-550.9644, 21826.1493
-550.7812, 49578.1237
-550.5981, 21695.9229
-550.4150, 23432.4994
-550.2319, 16274.7371
-550.0488, 10826.3984
-549.8657, 38729.1722
-549.6826, 51879.7005
-549.4995, 44077.1439
-549.3164, 54840.0747
-549.1333, 12324.7611
-548.9502, 37868.1303
-548.7671, 33513.1530
-548.5840, 30906.0835
-548.4009, 58983.0327
-548.2178, 4765.6090
-548.0347, 19346.9233
-547.8516, 45612.5981
-547.6685, 8767.9092
-547.4854, 7761.7289
-547.3022, 25149.4933
-547.1191, 24877.9451
-546.9360, 27915.6330
-546.7529, 22202.4405
-546.5698, 16235.8383
-546.3867, 45221.7523
-546.2036, 38817.5323
-546.0205, 19404.6567
-545.8374, 40331.9171
-545.6543, 28008.7706
-545.4712, 22245.8416
-545.2881, 52415.8545
-545.1050, 16603.6265
-544.9219, 63997.5328
-544.7388, 58360.9123
-544.5557, 36387.2307
-544.3726, 26994.7909
-544.1895, 20557.5424
-544.0063, 11238.9958
-543.8232, 32232.6958
-543.6401, 13147.6691
-543.4570, 42404.2049
-543.2739, 17453.1880
-543.0908, 67594.9488
-542.9077, 54833.8676
-542.7246, 22110.5739
-542.5415, 47987.1660
-542.3584, 21444.5948
-542.1753, 27142.8552
-541.9922, 16368.0999
-541.8091, 25798.5011
-541.6260, 13429.4162
-541.4429, 2530.1973
-541.2598, 14554.9122
-541.0767, 44716.3475
-540.8936, 6963.9629
-540.7104, 34235.5801
-540.5273, 20378.7538
-540.3442, 16813.3685
-540.1611, 9425.3383
-539.9780, 33220.2147
-539.7949, 15325.3542
-539.6118, 22387.3135
-539.4287, 48547.4768
-539.2456, 36957.8273
-539.0625, 45099.5767
-538.8794, 15610.2970
-538.6963, 41007.1577
-538.5132, 32829.5025
-538.3301, 72951.2085
-538.1470, 37408.2189
-537.9639, 32986.4875
-537.7808, 55023.2397
-537.5977, 45113.2878
-537.4146, 34565.9914
-537.2314, 12371.2100
-537.0483, 31870.8827
-536.8652, 42308.4518
-536.6821, 27397.4518
-536.4990, 25577.1611
-536.3159, 42082.2707
-536.1328, 80659.3103
-535.9497, 26536.7838
-535.7666, 7975.0691
-535.5835, 26814.5528
-535.4004, 14716.0552
-535.2173, 30758.6837
-535.0342, 19783.1328
-534.8511, 23634.7681
-534.6680, 10159.2976
-534.4849, 33669.6294
-534.3018, 51729.5684
-534.1187, 36052.0075
-533.9355, 39946.1327
-533.7524, 6943.2806
-533.5693, 24618.7437
-533.3862, 39393.1372
-533.2031, 61263.8536
-533.0200, 42273.3032
-532.8369, 42733.7270
-532.6538, 36617.7037
-532.4707, 27173.3541
-532.2876, 54936.1250
-532.1045, 53011.9658
-531.9214, 43895.6289
-531.7383, 52118.4225
-531.5552, 9492.3750
-531.3721, 40540.1707
-531.1890, 43570.7524
-531.0059, 42300.9309
-530.8228, 76313.7520
-530.6396, 7783.9339
-530.4565, 73181.1850
-530.2734, 60558.1279
-530.0903, 26794.8325
-529.9072, 56636.8023
-529.7241, 25910.2354
-529.5410, 21672.9412
-529.3579, 59079.6512
-529.1748, 26289.7740
-528.9917, 28426.6931
-528.8086, 44288.5364
-528.6255, 19687.6318
-528.4424, 63601.9484
-528.2593, 23324.3083
-528.0762, 39529.7153
-527.8931, 44120.0738
-527.7100, 87012.9284
-527.5269, 14166.9007
-527.3438, 32901.9013
-527.1606, 35425.2853
-526.9775, 17007.0886
-526.7944, 20900.4573
-526.6113, 21279.9124
-526.4282, 64162.9321
-526.2451, 25904.7820
-526.0620, 41865.9458
-525.8789, 13859.1255
-525.6958, 31907.4651
-525.5127, 44040.7506
-525.3296, 13849.7712
-525.1465, 26435.0172
-524.9634, 24207.6012
-524.7803, 18513.4630
-524.5972, 89272.9168
-524.4141, 5837.1902
-524.2310, 33405.4135
-524.0479, 27349.8623
-523.8647, 35470.8662
-523.6816, 11702.2943
-523.4985, 45741.9640
-523.3154, 33267.5448
-523.1323, 74559.9878
-522.9492, 38941.0152
-522.7661, 37723.0108
-522.5830, 69977.0372
-522.3999, 23438.3284
-522.2168, 46603.7769
-522.0337, 15931.3936
-521.8506, 34379.3171
-521.6675, 62396.0345
-521.4844, 17735.8246
-521.3013, 17072.7065
-521.1182, 20070.8048
-520.9351, 33272.1488
-520.7520, 68780.7065
-520.5688, 51733.9762
-520.3857, 53430.8490
-520.2026, 34014.6136
-520.0195, 23944.8425
-519.8364, 21775.8375
-519.6533, 39468.4890
-519.4702, 58494.3280
-519.2871, 26493.4869
-519.1040, 57636.3852
-518.9209, 29854.2495
-518.7378, 44098.0380
-518.5547, 25270.2674
-518.3716, 18927.1765
-518.1885, 34091.6443
-518.0054, 10115.2686
-517.8223, 50861.1628
-517.6392, 17013.0932
-517.4561, 22405.2718
-517.2729, 23059.1156
-517.0898, 36089.2077
-516.9067, 51925.3439
-516.7236, 55075.7570
-516.5405, 44838.6490
-516.3574, 28318.9375
-516.1743, 47678.0642
-515.9912, 7766.9863
-515.8081, 3779.7498
-515.6250, 46902.8371
-515.4419, 13052.4564
-515.2588, 34771.5368
-515.0757, 42670.1934
-514.8926, 62348.9051
-514.7095, 26784.0068
-514.5264, 55942.8863
-514.3433, 29275.8363
-514.1602, 52742.3540
-513.9771, 20956.0978
-513.7939, 10766.3461
-513.6108, 40866.2095
-513.4277, 32739.1664
-513.2446, 71357.8341
-513.0615, 23568.3475
-512.8784, 16195.8426
-512.6953, 84654.6066
-512.5122, 42765.5729
-512.3291, 44076.0093
-512.1460, 79233.5352
-511.9629, 48259.8693
-511.7798, 14935.5674
-511.5967, 75027.1193
-511.4136, 41887.9977
-511.2305, 29142.2088
