SpinCore Single Pulse NMR & NQR Experiment
ADC Frequency (MHz): 75.00
Blanking Bit: 2.0
Blanking Delay (ms): 3.000
Amplitude: 1.00
Spectrometer Frequency (MHz): 29.9015
Spectral Width (kHz): 3000.00
Number of Scans: 
Pulse-Width (us): 1.5
Pulse Phase (Degrees): 0.00
Transient Delay (us): 20.0
Repetition Delay (s): 0.1
Number of Acquisition Points: 16384.0
BYPASS FIR: YES
Shape: Hard
CYCLOPS: Yes
 
Frequency (kHz), Power Spectral Density Data
851.9897, 32130.0842
852.1729, 34614.3977
852.3560, 30425.2847
852.5391, 74929.4880
852.7222, 21775.4947
852.9053, 23049.6535
853.0884, 8379.7759
853.2715, 28532.8150
853.4546, 16765.9200
853.6377, 39114.8725
853.8208, 51407.8398
854.0039, 47048.8752
854.1870, 66468.7134
854.3701, 53151.3641
854.5532, 4435.2426
854.7363, 27244.4851
854.9194, 11265.5400
855.1025, 20041.1029
855.2856, 44462.9152
855.4688, 14833.2618
855.6519, 31690.1009
855.8350, 51812.2879
856.0181, 53481.5886
856.2012, 22244.9402
856.3843, 58035.3348
856.5674, 60979.5308
856.7505, 25444.3994
856.9336, 23237.1056
857.1167, 48847.5047
857.2998, 8181.3954
857.4829, 7520.3514
857.6660, 36918.8491
857.8491, 14980.1833
858.0322, 7859.6517
858.2153, 79718.8964
858.3984, 31298.8806
858.5815, 11823.3949
858.7646, 39231.7592
858.9478, 37405.7522
859.1309, 33027.1582
859.3140, 48230.6343
859.4971, 57631.7943
859.6802, 30377.7923
859.8633, 40343.8449
860.0464, 18649.1920
860.2295, 40296.0267
860.4126, 53857.5081
860.5957, 13431.2531
860.7788, 30600.5717
860.9619, 9291.6005
861.1450, 29384.1420
861.3281, 57202.7172
861.5112, 76570.9604
861.6943, 47093.2833
861.8774, 67989.6343
862.0605, 16953.4801
862.2437, 36482.2329
862.4268, 29949.0844
862.6099, 82452.5673
862.7930, 76555.3206
862.9761, 63613.3371
863.1592, 5182.2481
863.3423, 33338.6437
863.5254, 46952.2695
863.7085, 47332.2298
863.8916, 9031.8217
864.0747, 45809.7851
864.2578, 54967.2343
864.4409, 109082.9866
864.6240, 20163.3392
864.8071, 43366.6774
864.9902, 48910.1154
865.1733, 47481.1403
865.3564, 57232.6069
865.5396, 53082.4201
865.7227, 77353.5378
865.9058, 53206.6781
866.0889, 65817.1382
866.2720, 43267.1717
866.4551, 41395.0750
866.6382, 10616.3455
866.8213, 29320.0935
867.0044, 29945.4307
867.1875, 17350.7865
867.3706, 42476.1146
867.5537, 29461.3756
867.7368, 48201.5279
867.9199, 34990.2570
868.1030, 70232.8464
868.2861, 36000.2752
868.4692, 40798.1181
868.6523, 7994.3193
868.8354, 65716.3815
869.0186, 67398.8862
869.2017, 55842.2789
869.3848, 79470.0154
869.5679, 56260.6178
869.7510, 26251.6163
869.9341, 6521.7748
870.1172, 14192.3220
870.3003, 20980.2975
870.4834, 41150.6339
870.6665, 27228.0258
870.8496, 24431.6700
871.0327, 61878.5452
871.2158, 20401.1478
871.3989, 18706.3823
871.5820, 51302.7790
871.7651, 66962.3574
871.9482, 65806.3679
872.1313, 84843.3619
872.3145, 33466.0912
872.4976, 73257.2336
872.6807, 35468.9368
872.8638, 77194.6342
873.0469, 72209.1328
873.2300, 32066.5673
873.4131, 16768.7064
873.5962, 66541.8241
873.7793, 33250.0172
873.9624, 40923.6937
874.1455, 28765.6505
874.3286, 25264.7524
874.5117, 65189.5342
874.6948, 28736.2191
874.8779, 26580.3822
875.0610, 11535.6827
875.2441, 16867.2384
875.4272, 33009.1077
875.6104, 60730.1191
875.7935, 28222.6799
875.9766, 63408.3191
876.1597, 14435.8442
876.3428, 61347.7428
876.5259, 25718.3460
876.7090, 43515.5709
876.8921, 43102.0494
877.0752, 25395.1960
877.2583, 15850.0314
877.4414, 85634.7262
877.6245, 14395.5614
877.8076, 40623.9690
877.9907, 14219.3337
878.1738, 13440.6774
878.3569, 33626.2440
878.5400, 6978.6846
878.7231, 53823.6000
878.9062, 40290.0627
879.0894, 43973.3084
879.2725, 58442.1471
879.4556, 69962.8777
879.6387, 45725.9307
879.8218, 24637.3494
880.0049, 63428.4046
880.1880, 84576.0691
880.3711, 26750.8505
880.5542, 64259.1947
880.7373, 47816.5951
880.9204, 39138.3502
881.1035, 18356.0621
881.2866, 26625.6341
881.4697, 19310.1811
881.6528, 10800.5585
881.8359, 34223.0742
882.0190, 14043.0809
882.2021, 39434.3561
882.3853, 41272.2016
882.5684, 39005.3829
882.7515, 15164.1915
882.9346, 17950.6216
883.1177, 5524.3733
883.3008, 57374.5398
883.4839, 49905.4268
883.6670, 22919.9182
883.8501, 21198.6880
884.0332, 5506.8135
884.2163, 10602.5928
884.3994, 49258.7015
884.5825, 48156.1198
884.7656, 6176.2033
884.9487, 39597.0480
885.1318, 103708.2618
885.3149, 82650.6215
885.4980, 65635.3340
885.6812, 32195.3982
885.8643, 42491.5769
886.0474, 4970.5027
886.2305, 49820.2678
886.4136, 24871.5726
886.5967, 36947.8958
886.7798, 40670.1939
886.9629, 46405.6062
887.1460, 49018.6102
887.3291, 53511.6765
887.5122, 12033.1221
887.6953, 47692.6121
887.8784, 60499.8145
888.0615, 20143.4796
888.2446, 62107.4637
888.4277, 64438.1834
888.6108, 47515.7463
888.7939, 18814.9658
888.9771, 23155.1690
889.1602, 11747.5720
889.3433, 85743.9094
889.5264, 10404.9937
889.7095, 4126.9937
889.8926, 21402.4924
890.0757, 60064.0975
890.2588, 57465.0529
890.4419, 41726.0206
890.6250, 45867.0284
890.8081, 12640.3129
890.9912, 23852.6367
891.1743, 31592.0260
891.3574, 39097.1869
891.5405, 38778.9007
891.7236, 93918.6549
891.9067, 52933.5034
892.0898, 13080.9605
892.2729, 25112.5331
892.4561, 19735.1515
892.6392, 20962.3734
892.8223, 48248.4947
893.0054, 66290.3056
893.1885, 15515.7992
893.3716, 8879.8394
893.5547, 68310.8823
893.7378, 60185.9302
893.9209, 29756.3250
894.1040, 50839.0829
894.2871, 43705.3331
894.4702, 33661.3256
894.6533, 75813.9610
894.8364, 45892.6419
895.0195, 35962.9352
895.2026, 42509.6326
895.3857, 10884.4980
895.5688, 68066.8193
895.7520, 78317.6331
895.9351, 58045.0160
896.1182, 57079.6066
896.3013, 49694.8631
896.4844, 35007.9990
896.6675, 43612.9705
896.8506, 35348.2794
897.0337, 47450.5472
897.2168, 41091.4574
897.3999, 40113.3653
897.5830, 50067.6563
897.7661, 52158.0448
897.9492, 69914.5653
898.1323, 29271.1614
898.3154, 17424.5934
898.4985, 31255.3767
898.6816, 50159.0659
898.8647, 34852.9531
899.0479, 41182.6117
899.2310, 47508.8703
899.4141, 6548.9693
899.5972, 74659.8027
899.7803, 18733.0540
899.9634, 72325.4955
900.1465, 11129.9662
900.3296, 34214.7160
900.5127, 30414.1017
900.6958, 45099.1659
900.8789, 10862.6191
901.0620, 37211.9114
901.2451, 43277.7602
901.4282, 56748.7492
901.6113, 24187.9065
901.7944, 22384.0325
901.9775, 21211.3231
902.1606, 27513.8026
902.3438, 52824.0204
902.5269, 37206.6547
902.7100, 58435.3402
902.8931, 44102.8083
903.0762, 27465.5654
903.2593, 8483.8091
903.4424, 39234.8335
903.6255, 30045.4663
903.8086, 33179.0749
903.9917, 28906.7930
904.1748, 75117.0100
904.3579, 12475.2554
904.5410, 61705.0809
904.7241, 27349.5414
904.9072, 12046.4863
905.0903, 56215.8742
905.2734, 39837.2656
905.4565, 33541.7493
905.6396, 33691.4035
905.8228, 20939.6471
906.0059, 33271.1612
906.1890, 38775.7114
906.3721, 33845.2393
906.5552, 56557.3258
906.7383, 24485.8460
906.9214, 51220.3349
907.1045, 71085.0098
907.2876, 57161.7699
907.4707, 73053.6751
907.6538, 19472.2546
907.8369, 30188.0570
908.0200, 36186.3139
908.2031, 9805.2756
908.3862, 31852.5389
908.5693, 20416.9245
908.7524, 41174.8231
908.9355, 58547.2322
909.1187, 23348.1603
909.3018, 12949.5518
909.4849, 75738.1100
909.6680, 35586.8372
909.8511, 37895.8791
910.0342, 39201.3780
910.2173, 44453.8272
910.4004, 26403.2984
910.5835, 33801.4772
910.7666, 41796.5923
910.9497, 62473.4582
911.1328, 81687.6452
911.3159, 67855.0882
911.4990, 4146.0819
911.6821, 77867.0077
911.8652, 74549.4611
912.0483, 24046.2379
912.2314, 43085.4477
912.4146, 57288.1272
912.5977, 42709.9451
912.7808, 14447.8785
912.9639, 36547.6178
913.1470, 44557.8146
913.3301, 28753.0699
913.5132, 64134.2079
913.6963, 34913.9817
913.8794, 46929.8014
914.0625, 51641.9329
914.2456, 41606.4020
914.4287, 19920.4970
914.6118, 58656.2839
914.7949, 48043.2457
914.9780, 64288.7728
915.1611, 55873.5405
915.3442, 44808.7424
915.5273, 68118.8133
915.7104, 3504.8240
915.8936, 58082.8269
916.0767, 93263.0341
916.2598, 18362.4002
916.4429, 21254.6754
916.6260, 34517.9138
916.8091, 7722.5285
916.9922, 52025.8738
917.1753, 13278.7095
917.3584, 29855.9140
917.5415, 32441.3928
917.7246, 34458.4943
917.9077, 23863.4155
918.0908, 14946.6062
918.2739, 48622.7859
918.4570, 64424.4452
918.6401, 54992.2454
918.8232, 68680.4601
919.0063, 54932.3424
919.1895, 37858.3894
919.3726, 43279.8074
919.5557, 52272.2910
919.7388, 53926.2605
919.9219, 40650.6003
920.1050, 24836.8588
920.2881, 6211.7407
920.4712, 86653.5082
920.6543, 72329.8099
920.8374, 33155.9537
921.0205, 30507.4690
921.2036, 45003.5616
921.3867, 75054.0173
921.5698, 31169.7514
921.7529, 42693.9030
921.9360, 25186.3050
922.1191, 12132.2190
922.3022, 32207.2041
922.4854, 41953.6280
922.6685, 14085.6328
922.8516, 21086.2390
923.0347, 54149.5778
923.2178, 11969.7389
923.4009, 20561.9788
923.5840, 78408.9305
923.7671, 34414.1853
923.9502, 34598.9462
924.1333, 71685.4333
924.3164, 42559.9749
924.4995, 7247.0337
924.6826, 28089.3925
924.8657, 69006.9442
925.0488, 28152.7996
925.2319, 26130.7597
925.4150, 57366.8289
925.5981, 46233.2890
925.7812, 44151.6699
925.9644, 33430.3830
926.1475, 65689.3372
926.3306, 40913.2894
926.5137, 34133.7990
926.6968, 41557.9006
926.8799, 84638.6497
927.0630, 41685.2716
927.2461, 46351.1865
927.4292, 63680.4208
927.6123, 47330.4074
927.7954, 43773.2174
927.9785, 37445.5225
928.1616, 26929.9254
928.3447, 23076.1481
928.5278, 41668.1212
928.7109, 67781.6986
928.8940, 56942.8205
929.0771, 67415.5323
929.2603, 38184.1896
929.4434, 19652.3906
929.6265, 33484.4474
929.8096, 26929.0892
929.9927, 59354.1499
930.1758, 36855.7195
930.3589, 11399.0993
930.5420, 30279.3596
930.7251, 29188.8342
930.9082, 75410.3282
931.0913, 13955.6045
931.2744, 10908.1231
931.4575, 16199.1695
931.6406, 28768.1074
931.8237, 51429.6431
932.0068, 53713.8679
932.1899, 24451.3239
932.3730, 14684.1999
932.5562, 21642.0113
932.7393, 67551.1642
932.9224, 41667.0659
933.1055, 44469.6115
933.2886, 42510.3589
933.4717, 62337.9074
933.6548, 24306.2391
933.8379, 45012.8843
934.0210, 58009.3389
934.2041, 32334.2964
934.3872, 37105.7990
934.5703, 47474.2072
934.7534, 39595.4096
934.9365, 42037.0853
935.1196, 22426.6156
935.3027, 30965.0738
935.4858, 44749.9182
935.6689, 30367.5254
935.8521, 73934.6841
936.0352, 10948.3879
936.2183, 39501.3952
936.4014, 37089.3192
936.5845, 24621.8762
936.7676, 76834.5206
936.9507, 18935.0892
937.1338, 46153.7869
937.3169, 54119.3465
937.5000, 38233.9308
937.6831, 12971.1824
937.8662, 43531.5352
938.0493, 51454.6571
938.2324, 23075.6004
938.4155, 25806.4932
938.5986, 22796.1063
938.7817, 27286.8740
938.9648, 15683.9325
939.1479, 41031.4532
939.3311, 43204.4880
939.5142, 40494.5479
939.6973, 3924.2540
939.8804, 38552.7983
940.0635, 23696.6912
940.2466, 8934.3937
940.4297, 52717.2105
940.6128, 10107.3326
940.7959, 51299.6907
940.9790, 53907.1293
941.1621, 53213.4561
941.3452, 46984.5371
941.5283, 29001.2165
941.7114, 16169.4475
941.8945, 21510.7573
942.0776, 27509.5127
942.2607, 20079.6217
942.4438, 35078.9360
942.6270, 17695.1425
942.8101, 42358.6096
942.9932, 12776.8457
943.1763, 59208.9912
943.3594, 6073.7549
943.5425, 38480.3783
943.7256, 37240.9509
943.9087, 70655.7740
944.0918, 32698.9724
944.2749, 33841.1514
944.4580, 47800.9611
944.6411, 48473.3312
944.8242, 24180.6640
945.0073, 25693.4281
945.1904, 52862.6237
945.3735, 60555.3231
945.5566, 54901.4638
945.7397, 14568.5856
945.9229, 52644.7638
946.1060, 12062.9883
946.2891, 39204.5339
946.4722, 75577.7902
946.6553, 67794.5748
946.8384, 44517.2146
947.0215, 46855.1253
947.2046, 13031.3116
947.3877, 86429.5534
947.5708, 25073.4629
947.7539, 24328.3841
947.9370, 33584.9829
948.1201, 41146.5052
948.3032, 57814.6083
948.4863, 15917.6257
948.6694, 16380.0501
948.8525, 18942.1356
949.0356, 27279.5660
949.2188, 28740.0866
949.4019, 62105.4087
949.5850, 36626.7049
949.7681, 52355.1518
949.9512, 20825.9344
950.1343, 29349.2149
950.3174, 65073.2688
950.5005, 7163.9795
950.6836, 77368.4386
950.8667, 44015.9006
951.0498, 62922.0077
951.2329, 69523.2074
951.4160, 58400.2630
951.5991, 40427.3734
951.7822, 40769.8109
951.9653, 31493.2661
952.1484, 35650.6396
952.3315, 34324.9696
952.5146, 52674.1614
952.6978, 52179.8737
952.8809, 39497.9005
953.0640, 64553.6303
953.2471, 80927.4050
953.4302, 89453.7770
953.6133, 38102.0869
953.7964, 78761.0914
953.9795, 55203.0500
954.1626, 16283.1676
954.3457, 38767.7097
954.5288, 51531.7512
954.7119, 59386.4668
954.8950, 8142.2290
955.0781, 50035.9589
955.2612, 21874.8731
955.4443, 107683.2482
955.6274, 103349.8825
955.8105, 53159.2219
955.9937, 50975.9079
956.1768, 40173.8822
956.3599, 41285.0278
956.5430, 45970.7787
956.7261, 48434.3171
956.9092, 15653.3076
957.0923, 56837.0699
957.2754, 50860.9453
957.4585, 39397.3619
957.6416, 20267.1658
957.8247, 48767.3792
958.0078, 55209.3338
958.1909, 48973.0761
958.3740, 98384.7739
958.5571, 22824.7815
958.7402, 89989.4486
958.9233, 66818.8624
959.1064, 37400.7717
959.2896, 21373.8288
959.4727, 43774.9315
959.6558, 33618.0129
959.8389, 71240.0564
960.0220, 31631.9646
960.2051, 33745.3783
960.3882, 56116.3843
960.5713, 55466.8583
960.7544, 34104.8071
960.9375, 50491.3726
961.1206, 38785.8747
961.3037, 23408.4232
961.4868, 70296.4610
961.6699, 26701.8609
961.8530, 72337.0634
962.0361, 55737.2721
962.2192, 49491.5069
962.4023, 31100.7399
962.5854, 62254.6270
962.7686, 49423.7635
962.9517, 26332.7136
963.1348, 12894.5357
963.3179, 40549.6324
963.5010, 8756.1873
963.6841, 52213.2128
963.8672, 78841.8936
964.0503, 61910.7013
964.2334, 39881.7180
964.4165, 29629.0404
964.5996, 43954.8322
964.7827, 73215.6903
964.9658, 49123.8563
965.1489, 62843.2985
965.3320, 35270.7675
965.5151, 53247.2201
965.6982, 32108.4844
965.8813, 74835.2355
966.0645, 61426.2955
966.2476, 13861.1928
966.4307, 19874.0881
966.6138, 94866.1526
966.7969, 49151.4549
966.9800, 23815.0887
967.1631, 27961.8760
967.3462, 4901.2832
967.5293, 26502.2638
967.7124, 34533.3535
967.8955, 23948.7471
968.0786, 23558.6311
968.2617, 63585.5706
968.4448, 101595.6368
968.6279, 70625.6708
968.8110, 53811.7759
968.9941, 8646.3605
969.1772, 22659.8159
969.3604, 26674.8721
969.5435, 106971.5807
969.7266, 21458.3410
969.9097, 33229.6562
970.0928, 26263.8749
970.2759, 45261.9792
970.4590, 22194.6394
970.6421, 12501.7453
970.8252, 41723.0474
971.0083, 15883.8409
971.1914, 31521.6414
971.3745, 27941.8918
971.5576, 64056.7706
971.7407, 44136.8335
971.9238, 18791.8695
972.1069, 37128.3266
972.2900, 65426.3599
972.4731, 35218.0681
972.6562, 63153.8564
972.8394, 45719.9000
973.0225, 9705.7437
973.2056, 66956.8371
973.3887, 37800.5314
973.5718, 30009.9804
973.7549, 8929.3873
973.9380, 14914.8395
974.1211, 54187.6827
974.3042, 52112.7042
974.4873, 43488.3873
974.6704, 30854.7664
974.8535, 80447.6597
975.0366, 17801.0257
975.2197, 65702.7645
975.4028, 39604.9824
975.5859, 41152.0127
975.7690, 68781.9501
975.9521, 11261.2437
976.1353, 44423.3471
976.3184, 81738.0724
976.5015, 18371.0074
976.6846, 30627.4056
976.8677, 36904.3683
977.0508, 43505.0266
977.2339, 26966.7226
977.4170, 9133.2308
977.6001, 8219.3082
977.7832, 50636.6890
977.9663, 29112.6522
978.1494, 27736.4539
978.3325, 19477.0662
978.5156, 41775.5842
978.6987, 54605.8500
978.8818, 49472.3112
979.0649, 7774.9618
979.2480, 44860.1039
979.4312, 98749.2450
979.6143, 34985.7827
979.7974, 23912.1459
979.9805, 4399.7970
980.1636, 47869.5653
980.3467, 91893.1878
980.5298, 87017.5232
980.7129, 60260.9888
980.8960, 42112.7846
981.0791, 54888.5491
981.2622, 45452.2817
981.4453, 42217.9047
981.6284, 72018.7107
981.8115, 59150.5100
981.9946, 21003.5874
982.1777, 34069.5446
982.3608, 35533.7876
982.5439, 43740.7143
982.7271, 49466.8611
982.9102, 31174.7654
983.0933, 23338.2232
983.2764, 64756.3260
983.4595, 37601.8256
983.6426, 8865.0199
983.8257, 55489.1391
984.0088, 31582.8896
984.1919, 27989.8222
984.3750, 32360.8579
984.5581, 65244.2685
984.7412, 65451.3903
984.9243, 42924.7946
985.1074, 63466.9918
985.2905, 30147.6079
985.4736, 51485.4007
985.6567, 70142.9305
985.8398, 47453.2001
986.0229, 44118.6777
986.2061, 19533.4738
986.3892, 37621.0467
986.5723, 10887.6914
986.7554, 31483.2168
986.9385, 26568.4209
987.1216, 81782.8214
987.3047, 30120.8709
987.4878, 23431.8461
987.6709, 7111.2695
987.8540, 53360.2474
988.0371, 24844.9801
988.2202, 57294.8069
988.4033, 12435.1268
988.5864, 28313.8517
988.7695, 33727.9616
988.9526, 47697.1823
989.1357, 57187.9298
989.3188, 39491.2235
989.5020, 61016.3460
989.6851, 54370.6166
989.8682, 29961.9427
990.0513, 49732.4584
990.2344, 12986.5869
990.4175, 31179.5514
990.6006, 58805.3418
990.7837, 30829.3226
990.9668, 42839.0858
991.1499, 34819.1317
991.3330, 18678.0817
991.5161, 82781.5898
991.6992, 44606.6565
991.8823, 63839.7911
992.0654, 58107.4668
992.2485, 25887.3923
992.4316, 43428.2712
992.6147, 64726.8634
992.7979, 81008.7824
992.9810, 35865.2025
993.1641, 75139.2566
993.3472, 52298.1552
993.5303, 45417.1971
993.7134, 26106.9337
993.8965, 30353.2583
994.0796, 25355.0951
994.2627, 1782.0057
994.4458, 49734.3553
994.6289, 28169.5127
994.8120, 48746.1381
994.9951, 43052.5105
995.1782, 9332.4620
995.3613, 59441.1399
995.5444, 56228.0199
995.7275, 59808.3345
995.9106, 35407.5235
996.0938, 70112.0801
996.2769, 10969.8917
996.4600, 75431.8596
996.6431, 60869.0840
996.8262, 47346.9528
997.0093, 22069.3115
997.1924, 32773.6458
997.3755, 25087.0738
997.5586, 86807.7473
997.7417, 50727.4927
997.9248, 51890.0081
998.1079, 44303.4274
998.2910, 28350.3197
998.4741, 49737.1133
998.6572, 11212.8327
998.8403, 77451.3674
999.0234, 51980.5085
999.2065, 44567.0158
999.3896, 42653.6649
999.5728, 94777.2790
999.7559, 25242.8735
999.9390, 58619.3879
1000.1221, 86011.5415
1000.3052, 18649.7044
1000.4883, 58693.4645
1000.6714, 77322.5960
1000.8545, 11372.5590
1001.0376, 10639.6623
1001.2207, 66507.7382
1001.4038, 40777.9141
1001.5869, 26040.3973
1001.7700, 46857.3232
1001.9531, 63693.4379
1002.1362, 26930.2242
1002.3193, 6432.7309
1002.5024, 34812.3725
1002.6855, 37105.5106
1002.8687, 38107.7307
1003.0518, 30399.0187
1003.2349, 24293.9349
1003.4180, 26677.3515
1003.6011, 13847.9220
1003.7842, 34088.5560
1003.9673, 43834.9960
1004.1504, 55755.1924
1004.3335, 20144.0104
1004.5166, 11162.9590
1004.6997, 27717.8491
1004.8828, 42322.7246
1005.0659, 18121.3851
1005.2490, 29284.2903
1005.4321, 33095.6774
1005.6152, 61682.8027
1005.7983, 43768.5235
1005.9814, 48946.4298
1006.1646, 55782.0920
1006.3477, 57702.6199
1006.5308, 32049.7741
1006.7139, 52837.3117
1006.8970, 53458.1897
1007.0801, 84679.9903
1007.2632, 57394.8093
1007.4463, 81939.4532
1007.6294, 40585.3515
1007.8125, 25596.6289
1007.9956, 67541.8675
1008.1787, 64928.2845
1008.3618, 52187.3542
1008.5449, 54714.5644
1008.7280, 21270.8898
1008.9111, 26950.3489
1009.0942, 44206.3268
1009.2773, 57311.6757
1009.4604, 12724.4960
1009.6436, 33698.3383
1009.8267, 32290.4591
1010.0098, 105559.2998
1010.1929, 65117.0413
1010.3760, 79354.4168
1010.5591, 44106.3310
1010.7422, 16802.5746
1010.9253, 12251.8821
1011.1084, 12085.6556
1011.2915, 31526.3039
1011.4746, 30595.6631
1011.6577, 39759.5960
1011.8408, 71306.9759
1012.0239, 96956.0891
1012.2070, 16552.5940
1012.3901, 17542.7518
1012.5732, 29001.7794
1012.7563, 21768.6345
1012.9395, 42691.3317
1013.1226, 33245.6814
1013.3057, 7176.6788
1013.4888, 37099.8716
1013.6719, 108232.9982
1013.8550, 24580.8180
1014.0381, 41984.8461
1014.2212, 48380.7672
1014.4043, 62921.7981
1014.5874, 54073.7797
1014.7705, 42126.3000
1014.9536, 11702.0044
1015.1367, 63994.2553
1015.3198, 62465.0816
1015.5029, 37099.4900
1015.6860, 10342.9579
1015.8691, 46292.9716
1016.0522, 11606.7364
1016.2354, 43682.1865
1016.4185, 59943.1885
1016.6016, 30633.8959
1016.7847, 22015.4112
1016.9678, 57767.7683
1017.1509, 35311.4760
1017.3340, 47988.6408
1017.5171, 74540.5965
1017.7002, 112562.7588
1017.8833, 12258.0908
1018.0664, 57387.9034
1018.2495, 91317.8855
1018.4326, 31217.1024
1018.6157, 104094.9363
1018.7988, 31371.6396
1018.9819, 29855.5499
1019.1650, 44346.5519
1019.3481, 118104.6118
1019.5312, 20084.5741
1019.7144, 34867.8058
1019.8975, 33822.8248
1020.0806, 28407.1991
1020.2637, 16738.4107
1020.4468, 17764.4848
1020.6299, 29289.2579
1020.8130, 16353.2198
1020.9961, 6602.1025
1021.1792, 22917.1215
1021.3623, 21666.5174
1021.5454, 63934.1627
1021.7285, 40403.7949
1021.9116, 80805.1798
1022.0947, 26872.0315
1022.2778, 80401.7265
1022.4609, 90699.1567
1022.6440, 19754.3013
1022.8271, 22453.3093
1023.0103, 7938.0257
1023.1934, 9571.1855
1023.3765, 39871.6754
1023.5596, 21921.8606
1023.7427, 20836.9198
1023.9258, 48050.2301
1024.1089, 32949.8619
1024.2920, 38207.1880
1024.4751, 111798.7827
1024.6582, 63379.5258
1024.8413, 58093.0638
1025.0244, 36308.1850
1025.2075, 46503.6697
1025.3906, 53399.5947
1025.5737, 120160.3664
1025.7568, 22197.0667
1025.9399, 59382.0453
1026.1230, 20794.1174
1026.3062, 53940.4840
1026.4893, 16595.9256
1026.6724, 21773.1418
1026.8555, 37406.6123
1027.0386, 60681.5995
1027.2217, 61055.2818
1027.4048, 47977.2673
1027.5879, 35109.5253
1027.7710, 53948.7954
1027.9541, 85277.8654
1028.1372, 73875.5114
1028.3203, 24527.5877
1028.5034, 70286.2973
1028.6865, 25523.9165
1028.8696, 27741.2093
1029.0527, 53731.7366
1029.2358, 100668.1963
1029.4189, 61017.2527
1029.6021, 48747.0017
1029.7852, 78744.7712
1029.9683, 66450.8632
1030.1514, 38339.2846
1030.3345, 97195.4205
1030.5176, 25341.8044
1030.7007, 39925.6376
1030.8838, 83940.8809
1031.0669, 52027.3616
1031.2500, 46896.8602
1031.4331, 51637.9479
1031.6162, 53326.3186
1031.7993, 71732.8132
1031.9824, 41223.7025
1032.1655, 85640.1786
1032.3486, 101849.5574
1032.5317, 12642.6394
1032.7148, 59849.4158
1032.8979, 44905.5477
1033.0811, 68186.9012
1033.2642, 7739.7721
1033.4473, 83315.9491
1033.6304, 5427.2407
1033.8135, 20562.0193
1033.9966, 97698.1237
1034.1797, 12375.1338
1034.3628, 56799.0058
1034.5459, 52936.0601
1034.7290, 19311.2714
1034.9121, 8461.5439
1035.0952, 23048.4982
1035.2783, 54756.0245
1035.4614, 23962.2564
1035.6445, 43775.7126
1035.8276, 62997.3544
1036.0107, 93807.6600
1036.1938, 48533.4646
1036.3770, 37362.4762
1036.5601, 39464.2879
1036.7432, 32820.1051
1036.9263, 47578.4248
1037.1094, 47708.8846
1037.2925, 37529.0446
1037.4756, 7348.4202
1037.6587, 69251.0455
1037.8418, 47151.9160
1038.0249, 48301.3600
1038.2080, 42731.9865
1038.3911, 54237.6884
1038.5742, 52768.9003
1038.7573, 21620.2543
1038.9404, 96044.1529
1039.1235, 33244.7100
1039.3066, 40072.3975
1039.4897, 31092.8420
1039.6729, 38298.4327
1039.8560, 20082.4971
1040.0391, 78104.0533
1040.2222, 67798.5494
1040.4053, 77406.7676
1040.5884, 35674.0702
1040.7715, 42829.2471
1040.9546, 6795.0397
1041.1377, 45030.6145
1041.3208, 42473.1632
1041.5039, 47019.3259
1041.6870, 59827.5938
1041.8701, 14116.8686
1042.0532, 16552.6477
1042.2363, 82272.6164
1042.4194, 15765.9992
1042.6025, 54826.0159
1042.7856, 31574.4552
1042.9688, 48948.0196
1043.1519, 24662.2663
1043.3350, 56149.8907
1043.5181, 65091.6151
1043.7012, 26044.5302
1043.8843, 13901.4911
1044.0674, 77459.0752
1044.2505, 46821.9005
1044.4336, 17933.2332
1044.6167, 22452.6213
1044.7998, 61769.1756
1044.9829, 108624.4740
1045.1660, 69895.3741
1045.3491, 82685.6494
1045.5322, 18033.0948
1045.7153, 17543.8631
1045.8984, 30246.7674
1046.0815, 61656.2182
1046.2646, 47772.3404
1046.4478, 65291.2937
1046.6309, 7122.4188
1046.8140, 9652.5349
1046.9971, 26777.9942
1047.1802, 23717.4777
1047.3633, 25018.8339
1047.5464, 17925.3096
1047.7295, 37977.7131
1047.9126, 10779.8760
1048.0957, 77331.5636
1048.2788, 46635.9160
1048.4619, 10014.1405
1048.6450, 8182.5728
1048.8281, 60264.5627
1049.0112, 4097.6378
1049.1943, 52035.4787
1049.3774, 57383.1511
1049.5605, 51635.4662
1049.7437, 42748.3574
1049.9268, 15348.3058
1050.1099, 56820.9724
1050.2930, 58534.0982
1050.4761, 12054.8083
1050.6592, 21214.1306
1050.8423, 62485.4444
1051.0254, 20534.8882
1051.2085, 101775.6437
1051.3916, 77978.2974
1051.5747, 32118.0055
1051.7578, 49756.9160
1051.9409, 45216.2370
1052.1240, 36483.8389
1052.3071, 56018.5541
1052.4902, 47873.0301
1052.6733, 26829.1869
1052.8564, 30522.3817
1053.0396, 36397.3313
1053.2227, 42870.6622
1053.4058, 56719.8340
1053.5889, 45657.7589
1053.7720, 47333.4865
1053.9551, 43488.6114
1054.1382, 55972.6424
1054.3213, 73396.1529
1054.5044, 48514.8588
1054.6875, 60270.6254
1054.8706, 45759.9223
1055.0537, 48363.6895
1055.2368, 18850.9456
1055.4199, 54996.0143
1055.6030, 44109.1680
1055.7861, 44736.8058
1055.9692, 83290.0715
1056.1523, 32128.4606
1056.3354, 51281.9283
1056.5186, 26121.2619
1056.7017, 18292.6741
